,机构名字,所属地区,电话,地址,所属省,所属市,所属区,所属地址,adcode,地址省,地址市,地址区,具体地址,adcode_address
962,张家口市桥东区疾病预防控制中心,河北省张家口市桥东区,0313-2089361,河北省张家口市桥东区胜利北路石庆里一条付9号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,胜利北路石庆里一条付9号,130702
963,三河市妇幼保健院,河北省廊坊市三河市,0316-3212601,河北省廊坊市三河市府东路176号,河北省,廊坊市,三河市,,131082,河北省,廊坊市,三河市,府东路176号,131082
964,蔚县疾病预防控制中心,河北省张家口市蔚县,0313-7014228,河北省张家口市蔚县蔚州镇,河北省,张家口市,蔚县,,130726,河北省,张家口市,蔚县,蔚州镇,130726
965,丛台区人民医院,河北省邯郸市丛台区,0310-8026309,河北省邯郸市丛台区东环路中段路西,河北省,邯郸市,丛台区,,130403,河北省,邯郸市,丛台区,东环路中段路西,130403
966,廊坊武平医院,河北省廊坊市霸州市,0316-5680558,河北省廊坊市霸州市胜芳镇武平东路,河北省,廊坊市,霸州市,,131081,河北省,廊坊市,霸州市,胜芳镇武平东路,131081
967,张家口市下花园区疾病预防控制中心,河北省张家口市下花园区,0313-5052215,河北省张家口市下花园区城镇街道高新西大街南侧,河北省,张家口市,下花园区,,130706,河北省,张家口市,下花园区,城镇街道高新西大街南侧,130706
968,卡尤迪医学检验实验室（北京）有限公司,北京市昌平区,010-53857781,北京市昌平区科技园区生命园路8号院一区15号楼2层,北京市,市辖区,昌平区,,110114,北京市,市辖区,昌平区,科技园区生命园路8号院一区15号楼2层,110114
969,大厂回族自治县中医医院,河北省廊坊市大厂回族自治县,0316-8822798,河北省廊坊市大厂回族自治县华安北路92号,河北省,廊坊市,大厂回族自治县,,131028,河北省,廊坊市,大厂回族自治县,华安北路92号,131028
970,保定美尔目鹰华医院,河北省保定市竞秀区,0312-3059033,河北省保定市竞秀区隆兴西路89号,河北省,保定市,竞秀区,,130602,河北省,保定市,竞秀区,隆兴西路89号,130602
971,保定市东方骨关节病专科医院,河北省保定市莲池区,0312-5080120,河北省保定市莲池区天威东路东二环路口,河北省,保定市,莲池区,,130606,河北省,保定市,莲池区,天威东路东二环路口,130606
972,秦皇岛远盟普惠医学检验实验室,河北省秦皇岛市北戴河新区,010-59095009,河北省秦皇岛北戴河新区滨海新大道西侧文博街北侧北戴河生命科学园6#楼,河北省,秦皇岛市,,北戴河新区,130300,河北省,秦皇岛市,,北戴河新区滨海新大道西侧文博街北侧北戴河生命科学园6#楼,130300
973,临西县中医院,河北省邢台市临西县,15030978288,河北省邢台市临西县珠江西路36号,河北省,邢台市,临西县,,130535,河北省,邢台市,临西县,珠江西路36号,130535
974,大厂回族自治县疾病预防控制中心,河北省廊坊市大厂回族自治县,0316-8822671,河北省廊坊市大厂回族自治县大安东街110号,河北省,廊坊市,大厂回族自治县,,131028,河北省,廊坊市,大厂回族自治县,大安东街110号,131028
975,联勤保障部队第九八〇医院,河北省石家庄市桥西区,0311-8797851,河北省石家庄市桥西区中山西路398号,河北省,石家庄市,桥西区,,130104,河北省,石家庄市,桥西区,中山西路398号,130104
976,南皮县疾病预防控制中心,河北省沧州市南皮县,0317-5259788,河北省沧州市南皮县光明西路60号,河北省,沧州市,南皮县,,130927,河北省,沧州市,南皮县,光明西路60号,130927
977,秦皇岛市惠仁医院,河北省秦皇岛市海港区,15233042998,河北省秦皇岛市海港区秦山路58-2号,河北省,秦皇岛市,海港区,,130302,河北省,秦皇岛市,海港区,秦山路58-2号,130302
978,唐山市长安医院,河北省唐山市玉田县,0315-5311999,河北省唐山市玉田县振玉路12号,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,振玉路12号,130229
979,保定太行中医医院,河北省保定市莲池区,15373302757,河北省保定市莲池区瑞兴路709号,河北省,保定市,莲池区,,130606,河北省,保定市,莲池区,瑞兴路709号,130606
980,大名县第二人民医院,河北省邯郸市大名县,0310-6589535,河北省邯郸市大名县元城街南段路东,河北省,邯郸市,大名县,,130425,河北省,邯郸市,大名县,元城街南段路东,130425
981,东健雷火医学检验（张家口）有限公司,河北省张家口市桥东区,18603237161,河北省张家口市桥东区站前西大街28号河北国控北方硅谷高科新城3号楼2层,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,站前西大街28号河北国控北方硅谷高科新城3号楼2层,130702
982,隆化县妇幼保健院,河北省承德市隆化县,03147062508,河北省承德市隆化县,河北省,承德市,隆化县,,130825,河北省,承德市,隆化县,,130825
983,河北医科大学第四医院,河北省石家庄市长安区,0311-86095278,河北省石家庄市长安区健康路12号,河北省,石家庄市,长安区,,130102,河北省,石家庄市,长安区,健康路12号,130102
984,河间市疾病预防控制中心,河北省沧州市河间市,0317-3276523,河北省沧州市河间市京开南大街13号,河北省,沧州市,河间市,,130984,河北省,沧州市,河间市,京开南大街13号,130984
985,秦皇岛市北戴河区疾病预防控制中心,河北省秦皇岛市北戴河区,033-54046191,河北省秦皇岛市北戴河区草厂西路2号,河北省,秦皇岛市,北戴河区,,130304,河北省,秦皇岛市,北戴河区,草厂西路2号,130304
986,邯郸复康医院,河北省邯郸市复兴区,15690041576,河北省邯郸市复兴区铁西大街159号,河北省,邯郸市,复兴区,,130404,河北省,邯郸市,复兴区,铁西大街159号,130404
987,乐亭县妇幼保健院,河北省唐山市乐亭县,15030511818,河北省唐山市乐亭县金融街21号,河北省,唐山市,乐亭县,,130225,河北省,唐山市,乐亭县,金融街21号,130225
988,华北石油油建医院,河北省沧州市任丘市,16630832829,河北省沧州市任丘市津保路北平安道与正阳路交叉口北50米,河北省,沧州市,任丘市,,130982,河北省,沧州市,任丘市,津保路北平安道与正阳路交叉口北50米,130982
989,石家庄市妇幼保健院,河北省石家庄桥西区,0311-66063777,河北省石家庄市桥西区友谊南大街396号,河北省,石家庄市,桥西区,,130104,河北省,石家庄市,桥西区,友谊南大街396号,130104
990,怀来康怀医学检测检验有限公司,河北省张家口市怀来县,0313-6221010,河北省张家口市怀来县县医院后院,河北省,张家口市,怀来县,,130730,河北省,张家口市,怀来县,县医院后院,130730
991,香河县中医医院,河北省廊坊市香河县,0316-8312743,河北省廊坊市香河县淑阳镇府前街16号,河北省,廊坊市,香河县,,131024,河北省,廊坊市,香河县,淑阳镇府前街16号,131024
992,香河县人民医院,河北省廊坊市香河县,0316-8311322,河北省廊坊市香河县新开街30号,河北省,廊坊市,香河县,,131024,河北省,廊坊市,香河县,新开街30号,131024
993,南宫新长城医院,河北省邢台市南宫市,0319-5193931,河北省邢台市南宫市106国道西侧朝阳路北侧,河北省,邢台市,南宫市,,130581,河北省,邢台市,南宫市,106国道西侧朝阳路北侧,130581
994,唐山华佗医院,河北省唐山市滦南县,0315-4103297,河北省唐山市滦南县倴城镇中大街36号,河北省,唐山市,滦南县,,130224,河北省,唐山市,滦南县,倴城镇中大街36号,130224
995,河北洛奇医学检验有限公司,河北省廊坊市三河市燕郊开发区,17611062858,河北省廊坊市三河市燕郊开发区迎宾路东留山大街南侧、申江路东侧,河北省,廊坊市,三河市,燕郊开发区,131082,河北省,廊坊市,三河市,燕郊开发区迎宾路东留山大街南侧、申江路东侧,131082
996,文安县中医院,河北省廊坊市文安县,0316-7993166,河北省廊坊市文安县曙光路与兴文道交叉口西北侧,河北省,廊坊市,文安县,,131026,河北省,廊坊市,文安县,曙光路与兴文道交叉口西北侧,131026
997,沧州市第三医院,河北省沧州市运河区,0317-2152000,河北省沧州市运河区光荣路68号,河北省,沧州市,运河区,,130903,河北省,沧州市,运河区,光荣路68号,130903
998,塞北管理区医院,河北省张家口市塞北管理区,0313-5754576,河北省张家口市塞北管理区闪榆路58号,河北省,张家口市,,塞北管理区,130700,河北省,张家口市,,塞北管理区闪榆路58号,130700
999,廊坊甡俪中医医院,河北省廊坊市广阳区,0316-5268889,河北省廊坊市广阳区曙光道30号测绘院航测楼,河北省,廊坊市,广阳区,,131003,河北省,廊坊市,广阳区,曙光道30号测绘院航测楼,131003
1000,大城城区医院,河北省廊坊市大城县,0316-2721599,河北省廊坊市大城县永定大街县政府对过,河北省,廊坊市,大城县,,131025,河北省,廊坊市,大城县,永定大街县政府对过,131025
1001,行唐康德医院,河北省石家庄市行唐县,0311-82999880,河北省石家庄市行唐县龙州镇花园头村南,河北省,石家庄市,行唐县,,130125,河北省,石家庄市,行唐县,龙州镇花园头村南,130125
1002,海兴和平医院,河北省沧州市海兴县,15383877520,河北省沧州市海兴县海信路东包角楼,河北省,沧州市,海兴县,,130924,河北省,沧州市,海兴县,海信路东包角楼,130924
1003,河北省曲阳县人民医院,河北省保定市曲阳县,0312-4067100,河北省保定市曲阳县庙前街,河北省,保定市,曲阳县,,130634,河北省,保定市,曲阳县,庙前街,130634
1004,中国铁路北京局集团有限公司石家庄铁路疾病预防控制所,河北省石家庄市新华区,0311-87924237,河北省石家庄市新华区北安街9号,河北省,石家庄市,新华区,,130105,河北省,石家庄市,新华区,北安街9号,130105
1005,华大火眼医学检验实验室,河北省张家口市崇礼区,0313-7552211,河北省张家口市崇礼区四台嘴乡太子城村规划馆,河北省,张家口市,崇礼区,,130709,河北省,张家口市,崇礼区,四台嘴乡太子城村规划馆,130709
1006,围场木兰医院,河北省承德市围场满族蒙古族自治县,0314-7515300,河北省承德市围场满族蒙古族自治县外环路,河北省,承德市,围场满族蒙古族自治县,,130828,河北省,承德市,围场满族蒙古族自治县,外环路,130828
1007,张北县疾病预防控制中心,河北省张家口市张北县,0313-5238892,河北省张家口市张北县建安东路,河北省,张家口市,张北县,,130722,河北省,张家口市,张北县,建安东路,130722
1008,石家庄凯普医学检验实验室有限公司,河北省石家庄市鹿泉区,17717781678,河北省石家庄市鹿泉区寺家庄镇远航路8号科林电气产业园17号楼,河北省,石家庄市,鹿泉区,,130110,河北省,石家庄市,鹿泉区,寺家庄镇远航路8号科林电气产业园17号楼,130110
1009,石家庄华明中西医结合医院,河北省石家庄市裕华区,17333966705,河北省石家庄市裕华区富强大街与南二环交叉口路西,河北省,石家庄市,裕华区,,130108,河北省,石家庄市,裕华区,富强大街与南二环交叉口路西,130108
1010,廊坊市安次区医院,河北省廊坊市安次区,0316-5896216,河北省廊坊市安次区光明西道100号,河北省,廊坊市,安次区,,131002,河北省,廊坊市,安次区,光明西道100号,131002
1011,衡水卫生学校附属医院,河北衡水市滨湖新区区,0318-2877112,河北省衡水市滨湖新区红旗大街2373号,河北省,衡水市,,滨湖新区区,131100,河北省,衡水市,,滨湖新区红旗大街2373号,131100
1012,秦皇岛北戴河新区顺德医院,河北省秦皇岛市北戴河新区,0335-6668877,河北省秦皇岛市北戴河新区戴河大街89号,河北省,秦皇岛市,,北戴河新区,130300,河北省,秦皇岛市,,北戴河新区戴河大街89号,130300
1013,蠡县惠民医院,河北省保定市蠡县,13930882616,河北省保定市蠡县留史镇,河北省,保定市,蠡县,,130635,河北省,保定市,蠡县,留史镇,130635
1014,保定法医医院,河北省保定市莲池区,0312-3331195,保定市莲池区七一中路1169号,河北省,保定市,莲池区,,130606,河北省,保定市,莲池区,七一中路1169号,130606
1015,曲阳第二医院,河北省保定市曲阳县,0312-5348520,河北省保定市曲阳县恒山中路368号,河北省,保定市,曲阳县,,130634,河北省,保定市,曲阳县,恒山中路368号,130634
1016,河北省儿童医院,河北省石家庄市裕华区,31185911127,河北省石家庄市裕华区建华南大街133号,河北省,石家庄市,裕华区,,130108,河北省,石家庄市,裕华区,建华南大街133号,130108
1017,河北北方学院附属第一医院,河北省张家口市桥西区,0313-8043522,河北省张家口市桥西区长青路12号,河北省,张家口市,桥西区,,130703,河北省,张家口市,桥西区,长青路12号,130703
